orderId,sourceId,sku,name,qtyBox,qtyPcs,destLoc,trip,plant,expDate,ean
lotte20260626-1025,,BT9125,樂天小熊餅散裝－巧克力風味14g,45,6300,,6/26-1,A10,2027/06/24,
lotte20260626-1026,,BT9125,樂天小熊餅散裝－巧克力風味14g,45,6300,,6/26-1,A10,2027/06/24,
lotte20260626-1027,,BT9125,樂天小熊餅散裝－巧克力風味14g,45,6300,,6/26-1,A10,2027/06/24,
lotte20260626-1028,,BT9125,樂天小熊餅散裝－巧克力風味14g,45,6300,,6/26-1,A10,2027/06/24,
lotte20260626-1029,,BT9127,樂天小熊餅散裝－草莓風味12g,26,3640,,6/26-1,A10,2027/08/08,
lotte20260626-1030,,BT9128,樂天小熊餅散裝－濃厚巧克力風味12g,14,1960,,6/26-1,A10,2027/07/06,
lotte20260626-1031,,DK0019,LOTTE Anytime 薄荷三層糖60g,56,1120,,6/26-1,A39,2027/03/22,68801062332115
lotte20260626-1032,,DK9083,LOTTE ZERO零砂糖水果風味軟糖量販包,21,378,,6/26-1,A39,2027/01/25,18801062865656
lotte20260626-1033,,DK9083,LOTTE ZERO零砂糖水果風味軟糖量販包,25,450,,6/26-1,A39,2027/01/25,18801062865656
lotte20260626-1034,,DK9090,LOTTE ZERO零砂糖香柚風味軟糖量販包238g,28,504,,6/26-1,A39,2027/03/04,18802259022661
lotte20260626-1035,,DK9090,LOTTE ZERO零砂糖香柚風味軟糖量販包238g,30,540,,6/26-1,A39,2027/03/04,18802259022661
lotte20260626-2001,,BJ9450,樂天千層派分享包－雙重牛奶糖風味,10,180,,6/26-2,A37,2026/10/31,14903333260109
lotte20260626-2002,,BJ9450,樂天千層派分享包－雙重牛奶糖風味,18,324,,6/26-2,A37,2026/10/31,14903333260109
lotte20260626-2003,,BJ9450,樂天千層派分享包－雙重牛奶糖風味,18,324,,6/26-2,A37,2026/10/31,14903333260109
lotte20260626-2004,,BJ9450,樂天千層派分享包－雙重牛奶糖風味,18,324,,6/26-2,A37,2026/10/31,14903333260109
lotte20260626-2005,,BJ9450,樂天千層派分享包－雙重牛奶糖風味,18,324,,6/26-2,A37,2026/10/31,14903333260109
lotte20260626-2006,,BJ9450,樂天千層派分享包－雙重牛奶糖風味,18,324,,6/26-2,A37,2026/10/31,14903333260109
lotte20260626-2007,,GW0131,樂天小熊餅美味分享組,6,76,,6/26-2,A37,2027/01/21,04712834456828
lotte20260626-2008,,GW0131,樂天小熊餅美味分享組,16,192,,6/26-2,A37,2027/01/21,04712834456828
lotte20260626-2009,,GW0131,樂天小熊餅美味分享組,32,384,,6/26-2,A37,2027/01/21,04712834456828
lotte20260626-2010,,GW0131,樂天小熊餅美味分享組,32,384,,6/26-2,A37,2027/01/21,04712834456828
lotte20260626-2011,,GW0131,樂天小熊餅美味分享組,32,384,,6/26-2,A37,2027/01/21,04712834456828
lotte20260626-2012,,GW0131,樂天小熊餅美味分享組,32,384,,6/26-2,A37,2027/01/21,04712834456828
lotte20260626-2013,,GW0131,樂天小熊餅美味分享組,32,384,,6/26-2,A37,2027/01/21,04712834456828
lotte20260626-2014,,GW0131,樂天小熊餅美味分享組,32,384,,6/26-2,A37,2027/01/21,04712834456828
lotte20260626-2015,,GW0131,樂天小熊餅美味分享組,32,384,,6/26-2,A37,2027/01/21,04712834456828
lotte20260626-2016,,GW0173,樂天小熊餅置物籃組,60,60,,6/26-2,A37,2026/09/07,4712834457344
lotte20260626-2017,,GW0173,樂天小熊餅置物籃組,60,60,,6/26-2,A37,2026/09/07,4712834457344
lotte20260626-2018,,GW0173,樂天小熊餅置物籃組,60,60,,6/26-2,A37,2026/09/07,4712834457344
lotte20260626-2019,,GW0173,樂天小熊餅置物籃組,60,60,,6/26-2,A37,2026/09/07,4712834457344
lotte20260626-2020,,GW0173,樂天小熊餅置物籃組,60,60,,6/26-2,A37,2026/09/07,4712834457344
lotte20260626-2021,,GW0173,樂天小熊餅置物籃組,60,60,,6/26-2,A37,2026/09/07,4712834457344
lotte20260626-2022,,GW0173,樂天小熊餅置物籃組,60,60,,6/26-2,A37,2026/09/07,4712834457344
lotte20260626-2023,,GW0173,樂天小熊餅置物籃組,60,60,,6/26-2,A37,2026/09/07,4712834457344
lotte20260626-2024,,XBK0004,OPP袋-Pepero 10入 L34mxW34.5cm,18,93351,,6/26-2,A37,2036/05/11,
lotte20260626-2025,,XBK9215-2,OPP袋- LOTTE巧克力派-4盒裝 for 7E,1,3895,,6/26-2,A37,2036/01/20,
lotte20260626-2026,,XGW0017-1,OPP袋-LOTTE XYLITOL綜合分享包(綠色),0,5765,,6/26-2,A37,2035/12/16,4712834455166
lotte20260626-2027,,XGW0058-1,OPP袋-LOTTE XYLITOL口香糖綜合分享包(全聯版)藍色,2,16000,,6/26-2,A37,2036/06/16,
lotte20260626-2028,,XGW0058-1,OPP袋-LOTTE XYLITOL口香糖綜合分享包(全聯版)藍色,4,38396,,6/26-2,A37,2036/03/19,
lotte20260626-2029,,XGW0060-2,外箱-樂天小熊餅超值美味組合,5,80,,6/26-2,A37,2035/08/22,14712834455187
lotte20260626-2030,,XGW0060-2,外箱-樂天小熊餅超值美味組合,14,220,,6/26-2,A37,2035/08/22,14712834455187
lotte20260626-2031,,XGW0060-2,外箱-樂天小熊餅超值美味組合,18,270,,6/26-2,A37,2035/08/22,14712834455187
lotte20260626-2032,,XSW9184-2,OPP袋- 贈品-樂天小熊12入蠟筆組12X16,0,5208,,6/26-2,A37,2035/10/14,
lotte20260626-2033,,XYW0030,OPP袋-小熊4入共用 31*30cm,0,3212,,6/26-2,A37,2036/04/02,
lotte20260626-2034,,XYW0030,OPP袋-小熊4入共用 31*30cm,5,19288,,6/26-2,A37,2036/04/02,
lotte20260626-2035,,XYW0031,OPP袋-小熊5入共用 36*30cm,2,830,,6/26-2,A37,2033/11/24,
lotte20260626-2036,,XYW0032,OPP袋-PEPERO 5入共用(for 7E),0,1602,,6/26-2,A37,2036/01/07,
lotte20260626-3001,,BJ9296,樂天小熊餅-粉紅草莓風味,4,352,,6/26-3,A40,2026/09/30,64903333133064
lotte20260626-3002,,BJ9296,樂天小熊餅-粉紅草莓風味,6,528,,6/26-3,A40,2026/09/30,64903333133064
lotte20260626-3003,,BJ9354,樂天千層派盒裝-濃厚巧克力風味,6,360,,6/26-3,A37,2026/11/30,24903333272857
lotte20260626-3004,,BJ9389,樂天小熊餅派對包—巧克力風味,22,308,,6/26-3,A37,2026/10/31,14903333208781
lotte20260626-3005,,BJ9400,LOTTE 千層派分享包—巧克力風味,13,234,,6/26-3,A37,2026/10/31,24903333284447
lotte20260626-3006,,BJ9400,LOTTE 千層派分享包—巧克力風味,18,324,,6/26-3,A37,2026/10/31,24903333284447
lotte20260626-3007,,BJ9400,LOTTE 千層派分享包—巧克力風味,18,324,,6/26-3,A37,2026/10/31,24903333284447
lotte20260626-3008,,BJ9455,LOTTE巧克力派－北海道生焦糖乳酪蛋糕風味,26,650,,6/26-3,A37,2026/08/31,14903333247384
lotte20260626-3009,,BJ9460,LOTTE巧克力派－焦糖奶油風味(單顆),2,449,,6/26-3,A37,2026/08/23,14903333219152
lotte20260626-3010,,BJ9462,LOTTE The奶油派,0,48,,6/26-3,A37,2026/08/31,14903333299598
lotte20260626-3011,,BJ9463,LOTTE The焦糖派,1,50,,6/26-3,A37,2026/08/31,14903333215734
lotte20260626-3012,,BK0045,LOTTE 蛋黃派(6顆裝),70,840,,6/26-3,A37,2026/10/01,18801062126221
lotte20260626-3013,,BK0045,LOTTE 蛋黃派(6顆裝),70,840,,6/26-3,A37,2026/10/01,18801062126221
lotte20260626-3014,,BK0049,LOTTE 蛋黃派－香甜草莓風味(6顆裝),8,96,,6/26-3,A37,2026/10/12,18801062899613
lotte20260626-3015,,BK0049,LOTTE 蛋黃派－香甜草莓風味(6顆裝),41,495,,6/26-3,A37,2026/10/12,18801062899613
lotte20260626-3016,,BK0049,LOTTE 蛋黃派－香甜草莓風味(6顆裝),70,840,,6/26-3,A37,2026/10/12,18801062899613
lotte20260626-3017,,BK9321,LOTTE ZERO零砂糖可可豆餅乾,6,120,,6/26-3,A37,2026/09/10,18801062865687
lotte20260626-3018,,BK9332,LOTTE ZERO 零砂糖可可&香草夾心餅乾96g,1,30,,6/26-3,A37,2026/11/03,18801062859105
lotte20260626-3019,,BK9332,LOTTE ZERO 零砂糖可可&香草夾心餅乾96g,32,960,,6/26-3,A37,2026/11/03,18801062859105
lotte20260626-3020,,BT0047,樂天小熊餅-巧克力風味37g,4,192,,6/26-3,A40,2026/12/01,58852008300203
lotte20260626-3021,,BT0047,樂天小熊餅-巧克力風味37g,4,192,,6/26-3,A40,2026/09/19,58852008300203
lotte20260626-3022,,BT0047,樂天小熊餅-巧克力風味37g,7,336,,6/26-3,A40,2026/12/19,58852008300203
lotte20260626-3023,,BT0047,樂天小熊餅-巧克力風味37g,8,384,,6/26-3,A40,2026/12/18,58852008300203
lotte20260626-3024,,BT0047,樂天小熊餅-巧克力風味37g,16,768,,6/26-3,A40,2026/12/18,58852008300203
lotte20260626-3025,,BT0048,樂天小熊餅-草莓風味37g,4,192,,6/26-3,A40,2026/11/22,58852008300234
lotte20260626-3026,,BT0048,樂天小熊餅-草莓風味37g,6,288,,6/26-3,A40,2026/12/17,58852008300234
lotte20260626-3027,,BT0048,樂天小熊餅-草莓風味37g,8,384,,6/26-3,A40,2026/12/11,58852008300234
lotte20260626-3028,,BT0048,樂天小熊餅-草莓風味37g,14,672,,6/26-3,A40,2026/09/19,58852008300234
lotte20260626-3029,,BT0048,樂天小熊餅-草莓風味37g,21,1008,,6/26-3,A40,2026/12/17,58852008300234
lotte20260626-3030,,BT0053,樂天小熊餅-濃黑巧克力風味37g,8,384,,6/26-3,A40,2026/12/16,58852008304867
lotte20260626-3031,,BT0053,樂天小熊餅-濃黑巧克力風味37g,9,432,,6/26-3,A40,2026/11/25,58852008304867
lotte20260626-3032,,BT0053,樂天小熊餅-濃黑巧克力風味37g,10,480,,6/26-3,A40,2026/09/23,58852008304867
lotte20260626-3033,,BT0053,樂天小熊餅-濃黑巧克力風味37g,17,816,,6/26-3,A40,2027/01/27,58852008304867
lotte20260626-3034,,BT0053,樂天小熊餅-濃黑巧克力風味37g,23,1104,,6/26-3,A40,2027/01/27,58852008304867
lotte20260626-3035,,BT0063,樂天小熊餅－濃黑巧克力風味37g,0,21,,6/26-3,A40,2027/06/10,58852008304867
lotte20260626-3036,,BT9055,樂天小熊餅萬聖節限定版-巧克力風味37g,10,480,,6/26-3,A40,2026/11/04,58852008303945
lotte20260626-3037,,BT9083,樂天小熊餅聖誕節限定版－巧克力風味37g,1,95,,6/26-3,A37,2026/12/10,58852008305390
lotte20260626-3038,,BT9083,樂天小熊餅聖誕節限定版－巧克力風味37g,2,96,,6/26-3,A40,2026/12/10,58852008305390
lotte20260626-3039,,BT9083,樂天小熊餅聖誕節限定版－巧克力風味37g,3,144,,6/26-3,A40,2026/12/10,58852008305390
lotte20260626-3040,,BT9083,樂天小熊餅聖誕節限定版－巧克力風味37g,4,192,,6/26-3,A40,2026/12/10,58852008305390
lotte20260626-3041,,BT9083,樂天小熊餅聖誕節限定版－巧克力風味37g,4,192,,6/26-3,A40,2026/12/10,58852008305390
lotte20260626-3042,,BT9083,樂天小熊餅聖誕節限定版－巧克力風味37g,5,240,,6/26-3,A40,2026/12/10,58852008305390
lotte20260626-3043,,BT9083,樂天小熊餅聖誕節限定版－巧克力風味37g,8,384,,6/26-3,A37,2026/12/10,58852008305390
lotte20260626-3044,,BT9083,樂天小熊餅聖誕節限定版－巧克力風味37g,33,1584,,6/26-3,A37,2026/12/10,58852008305390
lotte20260626-3045,,DK9013,LOTTE 檸檬糖65g(罐裝),1,24,,6/26-3,A37,2026/12/17,38801062221197
lotte20260626-3046,,DK9013,LOTTE 檸檬糖65g(罐裝),25,616,,6/26-3,A37,2026/12/17,38801062221197
lotte20260626-3047,,DK9081,LOTTE Anytime三層糖—梅子&蜜桃薄荷風味60g,44,880,,6/26-3,A37,2026/07/16,38801062335610
lotte20260626-3048,,FW0096,樂天小熊餅經典六角禮盒,3,18,,6/26-3,A40,2026/10/31,04712834457399
lotte20260626-3049,,GW0131,樂天小熊餅美味分享組,0,8,,6/26-3,A40,2026/12/01,04712834456828
lotte20260626-3050,,GW0180,樂天小熊餅好運袋,21,252,,6/26-3,A37,2027/01/23,04712834457429
lotte20260626-3051,,SW9279,贈品-樂天小熊娃包,8,660,,6/26-3,A40,2031/01/31,4712834459454
lotte20260626-3052,,XBK0045-2,外箱-LOTTE 蛋黃派(6顆裝),10,210,,6/26-3,A37,2034/11/06,
lotte20260626-3053,,XBK0046-2,外箱-LOTTE 蛋黃派(10顆裝),6,120,,6/26-3,A37,2034/11/15,
lotte20260626-3054,,XBT0044-2,外箱-樂天小熊餅-巧克力風味分享包,18,270,,6/26-3,A37,2035/08/29,
lotte20260626-3055,,XBT0044-2,外箱-樂天小熊餅-巧克力風味分享包,21,325,,6/26-3,A37,2035/08/29,
lotte20260626-3056,,XGW0060-1,彩盒-樂天小熊餅超值美味組合,27,8365,,6/26-3,A37,2035/03/03,4712834455180
lotte20260626-3057,,XGW0181-1,彩盒-樂天小熊餅手提收納籃組,5,100,,6/26-3,A37,2036/02/09,
lotte20260626-4001,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4002,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4003,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4004,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4005,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4006,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4007,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4008,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4009,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4010,,BK0046,LOTTE 蛋黃派(10顆裝),42,336,,6/26-4,A37,2026/11/03,18801062126184
lotte20260626-4011,,WW1055,串掛-樂天小熊餅串串包,3,480,,6/26-4,A37,2031/02/17,
lotte20260626-4012,,WW1064,吊掛架-樂天小熊吊掛架(2023),3,52,,6/26-4,A37,2032/12/30,
lotte20260626-4013,,WW1065,吊掛架-PEPERO公版吊掛架(2023),1,15,,6/26-4,A37,2026/04/23,
lotte20260626-4014,,WW1065,吊掛架-PEPERO公版吊掛架(2023),1,15,,6/26-4,A37,2026/04/23,
lotte20260626-4015,,WW1065,吊掛架-PEPERO公版吊掛架(2023),9,149,,6/26-4,A37,2032/12/30,
lotte20260626-4016,,WW1068,落地架-樂天公版落地架(綠)2025,4,16,,6/26-4,A37,2036/05/06,
lotte20260626-4017,,WW1068,落地架-樂天公版落地架(綠)2025,5,22,,6/26-4,A37,2036/05/05,
lotte20260626-4018,,WW1074,LOTTE Ghana陳列紙架,14,14,,6/26-4,A37,2036/04/21,
lotte20260626-4019,,WW1076,墊箱-小熊週陳列墊箱(原色無印刷),14,140,,6/26-4,A37,2036/04/27,
lotte20260626-4020,,WW1076,墊箱-小熊週陳列墊箱(原色無印刷),15,150,,6/26-4,A37,2036/04/27,
lotte20260626-4021,,WW1076-1,墊箱隔板-小熊週陳列墊箱隔板(2片1組),29,290,,6/26-4,A37,2036/04/27,
lotte20260626-4022,,XGW0017-2,外箱-LOTTE XYLITOL口香糖綜合分享包,17,267,,6/26-4,A37,2036/06/16,4712834455173
lotte20260626-4023,,XGW0017-3,彩盒-LOTTE XYLITOL 綜合分享包,8,1727,,6/26-4,A37,2036/06/16,04712834455166
lotte20260626-4024,,XGW0058-4,外箱-LOTTE XYLITOL口香糖綜合分享包,12,189,,6/26-4,A37,2036/04/29,
lotte20260626-4025,,XGW0058-4,外箱-LOTTE XYLITOL口香糖綜合分享包,18,283,,6/26-4,A37,2036/04/29,
lotte20260626-4026,,XGW0157-1,彩盒-樂天小熊餅-草莓風味分享包,7,2246,,6/26-4,A37,2035/09/22,
lotte20260626-4027,,XGW0157-1,彩盒-樂天小熊餅-草莓風味分享包,24,7217,,6/26-4,A37,2035/09/22,
lotte20260626-4028,,XGW0157-1,彩盒-樂天小熊餅-草莓風味分享包,25,7581,,6/26-4,A37,2035/09/22,
lotte20260626-4029,,XGW0157-2,外箱-樂天小熊餅-草莓風味分享包,17,259,,6/26-4,A37,2028/09/17,
lotte20260626-4030,,XGW0157-2,外箱-樂天小熊餅-草莓風味分享包,20,300,,6/26-4,A37,2028/09/17,
lotte20260626-4031,,XGW0158-1,彩盒-樂天小熊公仔存錢筒,9,454,,6/26-4,A37,2036/01/26,
lotte20260626-4032,,XGW0158-1,彩盒-樂天小熊公仔存錢筒,35,1760,,6/26-4,A37,2036/01/26,
lotte20260626-4033,,XGW0158-2,外箱-樂天小熊公仔存錢筒,8,120,,6/26-4,A37,2036/01/28,
lotte20260626-4034,,XGW0158-2,外箱-樂天小熊公仔存錢筒,17,269,,6/26-4,A37,2036/01/28,
lotte20260626-4035,,XGW0158-4,內襯-樂天小熊公仔存錢筒,10,6195,,6/26-4,A37,2036/01/26,
